experimento,algoritmo,implementacion,familia,n,d,k,semilla,repeticion,ms,costo,nodos,poda_fact,poda_opt
e9_canciones_reales,pd,cpp,audio:cancion,283,12,212,0,4,2.356458,0.1132882915,,,
e9_canciones_reales,pd,cpp,audio:cancion,283,12,212,0,5,2.409708,0.1132882915,,,
e9_canciones_reales,pd,cpp,audio:cancion,283,12,212,0,6,2.356125,0.1132882915,,,
e9_canciones_reales,pd,cpp,audio:cancion,283,12,212,0,7,2.3975,0.1132882915,,,
e9_canciones_reales,pd,cpp,audio:cancion,283,12,212,0,8,2.363375,0.1132882915,,,
e9_canciones_reales,pd,cpp,audio:cancion,283,12,212,0,9,2.373375,0.1132882915,,,
e9_canciones_reales,pd,cpp,audio:cancion,283,12,212,0,10,2.361875,0.1132882915,,,
e9_canciones_reales,bt,cpp,audio:electronica,329,12,247,0,1,7575.965959,0.1236965711,,,
e9_canciones_reales,bt,cpp,audio:electronica,329,12,247,0,2,8006.2715,0.1236965711,,,
e9_canciones_reales,bt,cpp,audio:electronica,329,12,247,0,3,7663.063625,0.1236965711,,,
e9_canciones_reales,bt,cpp,audio:electronica,329,12,247,0,4,8934.096375,0.1236965711,,,
e9_canciones_reales,bt,cpp,audio:electronica,329,12,247,0,5,8587.186125,0.1236965711,,,
e9_canciones_reales,bt,cpp,audio:electronica,329,12,247,0,6,7737.269459,0.1236965711,,,
e9_canciones_reales,bt,cpp,audio:electronica,329,12,247,0,7,9152.020334,0.1236965711,,,
e9_canciones_reales,bt,cpp,audio:electronica,329,12,247,0,8,7515.484583,0.1236965711,,,
e9_canciones_reales,bt,cpp,audio:electronica,329,12,247,0,9,7936.003417,0.1236965711,,,
e9_canciones_reales,bt,cpp,audio:electronica,329,12,247,0,10,7734.054458,0.1236965711,,,
e9_canciones_reales,pd,cpp,audio:electronica,329,12,247,0,1,3.598375,0.1236965711,,,
e9_canciones_reales,pd,cpp,audio:electronica,329,12,247,0,2,3.623209,0.1236965711,,,
e9_canciones_reales,pd,cpp,audio:electronica,329,12,247,0,3,3.645167,0.1236965711,,,
e9_canciones_reales,pd,cpp,audio:electronica,329,12,247,0,4,3.594709,0.1236965711,,,
e9_canciones_reales,pd,cpp,audio:electronica,329,12,247,0,5,3.611,0.1236965711,,,
e9_canciones_reales,pd,cpp,audio:electronica,329,12,247,0,6,3.634541,0.1236965711,,,
e9_canciones_reales,pd,cpp,audio:electronica,329,12,247,0,7,3.612375,0.1236965711,,,
e9_canciones_reales,pd,cpp,audio:electronica,329,12,247,0,8,3.623541,0.1236965711,,,
e9_canciones_reales,pd,cpp,audio:electronica,329,12,247,0,9,3.631208,0.1236965711,,,
e9_canciones_reales,pd,cpp,audio:electronica,329,12,247,0,10,3.817209,0.1236965711,,,
